0.000,0.050,0.100,0.150,0.200,0.250,0.300,0.350,0.400,0.450,0.500,0.550,0.600,0.650,0.700,0.750,0.800,0.850,0.900,0.950,1.000,1.050,1.100,1.150,1.200,1.250,1.300,1.350,1.400,1.450,1.500,1.550,1.600,1.650,1.700,1.750,1.800,1.850,1.900,1.950,2.000,2.050,2.100,2.150,2.200,2.250,2.300,2.350,2.400,2.450
0.000,0.725,0.898,1.098,1.281,1.382,1.662,1.755,1.774,1.789,1.793,1.781,1.750,1.573,1.110,0.644,0.234,-0.065,-0.079,-0.057,-0.017,0.021,0.029,0.004,0.045,-0.031,-0.032,-0.036,-0.039,-0.040,-0.041,-0.040,-0.039,-0.037,-0.035,-0.032,-0.027,-0.021,-0.015,-0.010,-0.006,-0.003,-0.001,0.001,0.001,0.001,0.001,0.000,-0.000,-0.000
0.000,0.022,0.002,-0.005,-0.016,-0.020,-0.020,-0.020,-0.014,-0.008,-0.006,-0.009,-0.016,-0.025,-0.033,-0.037,-0.032,-0.020,-0.001,0.017,0.037,0.028,0.014,-0.004,-0.016,0.003,0.003,0.003,0.001,-0.004,-0.008,-0.010,-0.010,-0.009,-0.005,-0.002,-0.001,-0.002,-0.003,-0.004,-0.004,-0.003,-0.002,-0.000,0.001,0.002,0.002,0.001,0.000,-0.000
1.500,1.477,1.462,1.464,1.462,1.464,1.470,1.469,1.474,1.481,1.491,1.502,1.510,1.515,1.522,1.526,1.525,1.511,1.483,1.466,1.489,1.531,1.598,1.549,1.400,1.463,1.475,1.484,1.479,1.469,1.460,1.456,1.453,1.449,1.446,1.448,1.451,1.457,1.466,1.476,1.484,1.490,1.492,1.493,1.491,1.491,1.491,1.493,1.496,1.499
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
