0.000,0.050,0.100,0.150,0.200,0.250,0.300,0.350,0.400,0.450,0.500,0.550,0.600,0.650,0.700,0.750,0.800,0.850,0.900,0.950,1.000,1.050,1.100,1.150,1.200,1.250,1.300,1.350,1.400,1.450,1.500,1.550,1.600,1.650,1.700,1.750,1.800,1.850,1.900,1.950,2.000,2.050,2.100,2.150,2.200,2.250,2.300,2.350,2.400,2.450,2.500,2.550,2.600,2.650,2.700,2.750,2.800,2.850,2.900,2.950,3.000,3.050,3.100,3.150,3.200,3.250,3.300,3.350,3.400,3.450,3.500,3.550,3.600,3.650,3.700,3.750,3.800,3.850,3.900,3.950,4.000,4.050,4.100,4.150,4.200,4.250,4.300,4.350,4.400,4.450,4.500,4.550,4.600,4.650,4.700,4.750,4.800,4.850,4.900,4.950,5.000,5.050,5.100,5.150,5.200,5.250,5.300,5.350,5.400,5.450,5.500,5.550,5.600,5.650,5.700,5.750,5.800,5.850,5.900,5.950,6.000,6.050,6.100,6.150,6.200,6.250,6.300,6.350,6.400,6.450,6.500,6.550,6.600,6.650,6.700,6.750,6.800,6.850,6.900,6.950,7.000,7.050,7.100,7.150,7.200,7.250,7.300,7.350,7.400,7.450,7.500,7.550,7.600,7.650,7.700,7.750,7.800,7.850,7.900,7.950,8.000,8.050,8.100,8.150,8.200,8.250,8.300,8.350,8.400,8.450,8.500,8.550,8.600,8.650,8.700,8.750,8.800,8.850,8.900,8.950,9.000,9.050,9.100,9.150,9.200,9.250,9.300,9.350,9.400,9.450,9.500,9.550,9.600,9.650,9.700,9.750,9.800,9.850,9.900,9.950,10.000,10.050,10.100,10.150,10.200,10.250,10.300,10.350,10.400,10.450,10.500,10.550,10.600,10.650,10.700,10.750,10.800,10.850,10.900,10.950
0.000,0.028,0.040,0.055,0.073,0.097,0.126,0.158,0.193,0.228,0.264,0.309,0.346,0.375,0.397,0.414,0.429,0.445,0.463,0.485,0.507,0.531,0.554,0.578,0.601,0.624,0.645,0.664,0.682,0.697,0.710,0.721,0.731,0.740,0.748,0.755,0.763,0.770,0.778,0.786,0.794,0.803,0.811,0.820,0.829,0.838,0.846,0.854,0.861,0.868,0.874,0.878,0.882,0.885,0.887,0.887,0.887,0.886,0.884,0.881,0.877,0.872,0.866,0.860,0.852,0.844,0.835,0.826,0.815,0.804,0.792,0.779,0.766,0.752,0.737,0.721,0.704,0.687,0.669,0.651,0.631,0.612,0.591,0.570,0.549,0.527,0.504,0.481,0.457,0.434,0.409,0.385,0.360,0.334,0.309,0.283,0.257,0.230,0.204,0.177,0.150,0.123,0.096,0.069,0.041,0.014,-0.013,-0.040,-0.068,-0.095,-0.122,-0.149,-0.176,-0.202,-0.229,-0.255,-0.281,-0.307,-0.332,-0.357,-0.382,-0.407,-0.431,-0.455,-0.478,-0.501,-0.523,-0.545,-0.567,-0.588,-0.608,-0.628,-0.648,-0.667,-0.685,-0.703,-0.720,-0.736,-0.752,-0.767,-0.781,-0.795,-0.808,-0.820,-0.832,-0.843,-0.853,-0.862,-0.870,-0.878,-0.885,-0.891,-0.896,-0.901,-0.904,-0.907,-0.909,-0.910,-0.910,-0.910,-0.908,-0.906,-0.903,-0.898,-0.893,-0.888,-0.881,-0.873,-0.865,-0.855,-0.845,-0.834,-0.822,-0.809,-0.796,-0.782,-0.767,-0.752,-0.735,-0.719,-0.701,-0.683,-0.664,-0.644,-0.624,-0.603,-0.581,-0.559,-0.536,-0.512,-0.487,-0.462,-0.437,-0.411,-0.385,-0.358,-0.330,-0.303,-0.275,-0.248,-0.221,-0.195,-0.169,-0.144,-0.118,-0.092,-0.065,-0.037,-0.007,0.022,0.050,0.077,0.101,0.125,0.149,0.174,0.202,0.233,0.266,0.298
0.000,0.181,0.145,0.125,0.119,0.126,0.142,0.165,0.192,0.220,0.248,0.282,0.309,0.330,0.347,0.361,0.373,0.385,0.395,0.403,0.410,0.414,0.417,0.417,0.416,0.412,0.406,0.398,0.389,0.378,0.365,0.352,0.337,0.322,0.307,0.291,0.275,0.259,0.242,0.226,0.209,0.193,0.176,0.159,0.141,0.123,0.105,0.087,0.068,0.049,0.030,0.011,-0.009,-0.029,-0.048,-0.067,-0.086,-0.105,-0.123,-0.141,-0.158,-0.175,-0.190,-0.205,-0.219,-0.233,-0.245,-0.256,-0.266,-0.276,-0.284,-0.291,-0.297,-0.302,-0.305,-0.308,-0.309,-0.309,-0.308,-0.306,-0.302,-0.298,-0.292,-0.285,-0.277,-0.267,-0.257,-0.246,-0.233,-0.220,-0.206,-0.191,-0.175,-0.159,-0.142,-0.124,-0.106,-0.088,-0.069,-0.050,-0.030,-0.011,0.009,0.028,0.048,0.067,0.086,0.104,0.123,0.140,0.158,0.174,0.190,0.206,0.220,0.234,0.247,0.258,0.269,0.279,0.288,0.295,0.302,0.307,0.311,0.314,0.316,0.316,0.316,0.314,0.311,0.307,0.301,0.295,0.287,0.278,0.268,0.257,0.245,0.233,0.219,0.205,0.189,0.174,0.157,0.140,0.123,0.105,0.086,0.068,0.049,0.030,0.011,-0.008,-0.027,-0.046,-0.064,-0.083,-0.101,-0.118,-0.135,-0.152,-0.167,-0.182,-0.196,-0.209,-0.221,-0.232,-0.242,-0.251,-0.259,-0.266,-0.271,-0.276,-0.279,-0.281,-0.283,-0.283,-0.283,-0.281,-0.279,-0.275,-0.271,-0.265,-0.258,-0.250,-0.240,-0.229,-0.216,-0.202,-0.187,-0.170,-0.153,-0.134,-0.115,-0.096,-0.077,-0.058,-0.041,-0.026,-0.014,-0.004,0.004,0.011,0.015,0.020,0.024,0.028,0.034,0.041,0.051,0.064,0.080,0.101,0.123,0.145,0.164,0.178,0.187,0.194
1.500,1.446,1.465,1.467,1.457,1.441,1.425,1.411,1.399,1.388,1.378,1.369,1.360,1.353,1.347,1.343,1.339,1.334,1.330,1.325,1.322,1.318,1.313,1.309,1.306,1.304,1.303,1.302,1.301,1.301,1.301,1.300,1.300,1.301,1.302,1.303,1.305,1.307,1.310,1.312,1.315,1.318,1.321,1.324,1.327,1.330,1.333,1.336,1.338,1.341,1.343,1.345,1.347,1.349,1.351,1.353,1.355,1.357,1.358,1.360,1.362,1.364,1.366,1.368,1.370,1.372,1.374,1.376,1.379,1.381,1.383,1.385,1.388,1.390,1.393,1.395,1.398,1.400,1.403,1.406,1.408,1.411,1.414,1.416,1.419,1.422,1.424,1.427,1.430,1.432,1.435,1.437,1.440,1.442,1.445,1.447,1.449,1.451,1.453,1.455,1.457,1.459,1.461,1.462,1.464,1.465,1.467,1.468,1.469,1.470,1.471,1.472,1.473,1.473,1.474,1.474,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.474,1.474,1.474,1.473,1.473,1.472,1.471,1.471,1.470,1.470,1.469,1.468,1.467,1.467,1.466,1.465,1.464,1.464,1.463,1.462,1.461,1.461,1.460,1.459,1.458,1.458,1.457,1.456,1.456,1.455,1.454,1.454,1.453,1.453,1.452,1.452,1.451,1.451,1.451,1.450,1.450,1.450,1.450,1.450,1.450,1.450,1.450,1.450,1.450,1.450,1.450,1.450,1.450,1.450,1.450,1.450,1.450,1.450,1.450,1.450,1.451,1.451,1.451,1.451,1.451,1.452,1.452,1.452,1.451,1.451,1.450,1.448,1.446,1.444,1.441,1.438,1.435,1.431,1.427,1.423,1.418,1.412,1.407,1.402,1.397,1.391,1.386,1.379,1.371,1.362,1.356,1.363,1.391,1.440
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
