0.000,0.050,0.100,0.150,0.200,0.250,0.300,0.350,0.400,0.450,0.500,0.550,0.600,0.650,0.700,0.750,0.800,0.850,0.900,0.950,1.000,1.050,1.100,1.150,1.200,1.250,1.300,1.350,1.400,1.450,1.500,1.550,1.600,1.650,1.700,1.750,1.800,1.850,1.900,1.950,2.000,2.050,2.100,2.150,2.200,2.250,2.300,2.350,2.400,2.450,2.500,2.550,2.600,2.650,2.700,2.750,2.800,2.850,2.900,2.950,3.000,3.050,3.100,3.150,3.200,3.250,3.300,3.350,3.400,3.450,3.500,3.550,3.600,3.650,3.700,3.750,3.800,3.850,3.900,3.950,4.000,4.050,4.100,4.150,4.200,4.250,4.300,4.350,4.400,4.450,4.500,4.550,4.600,4.650,4.700,4.750,4.800,4.850,4.900,4.950,5.000,5.050,5.100,5.150,5.200,5.250,5.300,5.350,5.400,5.450,5.500,5.550,5.600,5.650,5.700,5.750,5.800,5.850,5.900,5.950,6.000,6.050,6.100,6.150,6.200,6.250,6.300,6.350,6.400,6.450,6.500,6.550,6.600,6.650,6.700,6.750,6.800,6.850,6.900,6.950,7.000,7.050,7.100,7.150,7.200,7.250,7.300,7.350,7.400,7.450,7.500,7.550,7.600,7.650,7.700,7.750,7.800,7.850,7.900,7.950,8.000,8.050,8.100,8.150,8.200,8.250,8.300,8.350,8.400,8.450,8.500,8.550,8.600,8.650,8.700,8.750,8.800,8.850,8.900,8.950,9.000,9.050,9.100,9.150,9.200,9.250,9.300,9.350,9.400,9.450,9.500,9.550,9.600,9.650,9.700,9.750,9.800,9.850,9.900
1.721,1.143,0.750,0.537,0.469,0.497,0.572,0.657,0.729,0.779,0.809,0.821,0.820,0.810,0.792,0.771,0.749,0.730,0.715,0.706,0.704,0.707,0.715,0.726,0.740,0.756,0.774,0.793,0.812,0.831,0.848,0.864,0.877,0.888,0.896,0.901,0.905,0.906,0.906,0.904,0.901,0.897,0.892,0.886,0.879,0.872,0.864,0.854,0.844,0.833,0.822,0.809,0.795,0.780,0.764,0.747,0.730,0.712,0.692,0.673,0.652,0.631,0.609,0.587,0.564,0.541,0.517,0.492,0.467,0.442,0.416,0.390,0.364,0.337,0.310,0.282,0.255,0.227,0.199,0.171,0.142,0.114,0.085,0.057,0.028,-0.001,-0.029,-0.058,-0.086,-0.114,-0.142,-0.170,-0.198,-0.226,-0.253,-0.280,-0.307,-0.333,-0.359,-0.385,-0.410,-0.435,-0.460,-0.483,-0.507,-0.530,-0.552,-0.574,-0.596,-0.617,-0.637,-0.657,-0.676,-0.694,-0.712,-0.729,-0.745,-0.761,-0.776,-0.790,-0.804,-0.816,-0.829,-0.840,-0.850,-0.860,-0.869,-0.877,-0.885,-0.891,-0.897,-0.902,-0.906,-0.909,-0.912,-0.913,-0.914,-0.914,-0.913,-0.912,-0.909,-0.906,-0.901,-0.896,-0.890,-0.884,-0.876,-0.868,-0.859,-0.849,-0.838,-0.826,-0.814,-0.801,-0.787,-0.772,-0.757,-0.741,-0.724,-0.707,-0.689,-0.670,-0.651,-0.631,-0.611,-0.590,-0.568,-0.546,-0.523,-0.500,-0.476,-0.451,-0.426,-0.401,-0.375,-0.350,-0.325,-0.301,-0.277,-0.254,-0.231,-0.209,-0.188,-0.167,-0.147,-0.128,-0.108,-0.089,-0.067,-0.043,-0.016,0.014,0.046,0.078,0.109,0.139,0.168,0.196,0.224
1.660,1.225,0.880,0.625,0.450,0.338,0.278,0.257,0.267,0.297,0.337,0.377,0.408,0.422,0.420,0.402,0.371,0.333,0.290,0.247,0.205,0.166,0.132,0.104,0.081,0.064,0.051,0.041,0.032,0.023,0.014,0.003,-0.010,-0.024,-0.040,-0.058,-0.076,-0.095,-0.115,-0.134,-0.153,-0.171,-0.189,-0.206,-0.222,-0.236,-0.250,-0.263,-0.275,-0.286,-0.296,-0.304,-0.312,-0.319,-0.325,-0.329,-0.333,-0.335,-0.335,-0.335,-0.333,-0.330,-0.325,-0.319,-0.312,-0.303,-0.294,-0.283,-0.271,-0.258,-0.244,-0.229,-0.213,-0.196,-0.179,-0.161,-0.142,-0.123,-0.103,-0.083,-0.063,-0.042,-0.022,-0.001,0.020,0.041,0.061,0.081,0.101,0.120,0.139,0.157,0.175,0.192,0.208,0.223,0.237,0.250,0.263,0.274,0.284,0.292,0.300,0.306,0.311,0.315,0.317,0.319,0.318,0.317,0.314,0.310,0.305,0.298,0.290,0.281,0.271,0.259,0.247,0.233,0.219,0.203,0.187,0.170,0.152,0.133,0.114,0.094,0.074,0.054,0.033,0.012,-0.009,-0.030,-0.051,-0.072,-0.092,-0.113,-0.133,-0.152,-0.171,-0.189,-0.207,-0.224,-0.240,-0.255,-0.269,-0.282,-0.294,-0.305,-0.314,-0.323,-0.330,-0.335,-0.340,-0.343,-0.345,-0.345,-0.345,-0.343,-0.340,-0.336,-0.331,-0.324,-0.316,-0.307,-0.297,-0.285,-0.272,-0.258,-0.243,-0.227,-0.210,-0.193,-0.176,-0.159,-0.144,-0.129,-0.117,-0.106,-0.098,-0.092,-0.088,-0.086,-0.084,-0.081,-0.077,-0.070,-0.061,-0.047,-0.029,-0.006,0.019,0.045,0.069,0.090,0.110,0.128,0.145
1.427,1.413,1.424,1.448,1.476,1.497,1.505,1.502,1.494,1.488,1.489,1.494,1.499,1.500,1.494,1.481,1.465,1.452,1.446,1.449,1.457,1.468,1.476,1.480,1.479,1.475,1.471,1.467,1.464,1.463,1.462,1.461,1.460,1.459,1.458,1.457,1.456,1.456,1.456,1.457,1.458,1.459,1.459,1.460,1.460,1.461,1.461,1.462,1.462,1.463,1.464,1.465,1.465,1.466,1.467,1.468,1.468,1.469,1.470,1.471,1.471,1.472,1.472,1.473,1.473,1.474,1.474,1.474,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.474,1.474,1.473,1.473,1.472,1.472,1.471,1.470,1.470,1.469,1.468,1.467,1.467,1.466,1.465,1.464,1.463,1.462,1.461,1.460,1.459,1.458,1.457,1.456,1.456,1.455,1.454,1.453,1.452,1.452,1.451,1.450,1.450,1.449,1.449,1.448,1.448,1.448,1.448,1.447,1.447,1.447,1.447,1.448,1.448,1.448,1.448,1.449,1.449,1.450,1.451,1.451,1.452,1.453,1.454,1.455,1.456,1.457,1.458,1.459,1.461,1.462,1.463,1.465,1.466,1.467,1.469,1.470,1.472,1.473,1.475,1.476,1.477,1.479,1.480,1.482,1.483,1.485,1.486,1.488,1.489,1.490,1.492,1.493,1.494,1.494,1.495,1.496,1.496,1.496,1.497,1.497,1.498,1.498,1.498,1.499,1.499,1.500,1.501,1.502,1.503,1.502,1.501,1.499,1.497,1.494,1.493,1.493,1.496,1.499,1.501,1.502,1.502,1.499,1.496,1.494,1.494,1.496,1.498
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
