0.000,0.050,0.100,0.150,0.200,0.250,0.300,0.350,0.400,0.450,0.500,0.550,0.600,0.650,0.700,0.750,0.800,0.850,0.900,0.950,1.000,1.050,1.100,1.150,1.200,1.250,1.300,1.350,1.400,1.450,1.500,1.550,1.600,1.650,1.700,1.750,1.800,1.850,1.900,1.950,2.000,2.050,2.100,2.150,2.200,2.250,2.300,2.350,2.400,2.450,2.500,2.550,2.600,2.650,2.700,2.750,2.800,2.850,2.900,2.950,3.000,3.050,3.100,3.150,3.200,3.250,3.300,3.350,3.400,3.450,3.500,3.550,3.600,3.650,3.700,3.750,3.800,3.850,3.900,3.950,4.000,4.050,4.100,4.150,4.200,4.250,4.300,4.350,4.400,4.450,4.500,4.550,4.600,4.650,4.700,4.750,4.800,4.850,4.900,4.950,5.000,5.050,5.100,5.150,5.200,5.250,5.300,5.350,5.400,5.450,5.500,5.550,5.600,5.650,5.700,5.750,5.800,5.850,5.900,5.950,6.000,6.050,6.100,6.150,6.200,6.250,6.300,6.350,6.400,6.450,6.500,6.550,6.600,6.650,6.700,6.750,6.800,6.850,6.900,6.950,7.000,7.050,7.100,7.150,7.200,7.250,7.300,7.350,7.400,7.450,7.500,7.550,7.600,7.650,7.700,7.750,7.800,7.850,7.900,7.950
0.000,0.025,0.016,0.008,0.002,-0.002,-0.004,-0.003,-0.001,0.000,0.002,0.003,0.004,0.006,0.009,0.013,0.018,0.023,0.029,0.034,0.039,0.044,0.049,0.053,0.057,0.060,0.063,0.065,0.066,0.067,0.066,0.065,0.064,0.064,0.065,0.068,0.074,0.085,0.101,0.121,0.146,0.177,0.212,0.252,0.296,0.345,0.397,0.453,0.510,0.567,0.623,0.692,0.746,0.782,0.803,0.814,0.820,0.826,0.834,0.846,0.858,0.870,0.879,0.886,0.889,0.887,0.879,0.866,0.845,0.819,0.787,0.749,0.707,0.662,0.614,0.565,0.515,0.464,0.415,0.366,0.318,0.271,0.226,0.181,0.138,0.096,0.055,0.014,-0.026,-0.065,-0.104,-0.142,-0.180,-0.217,-0.253,-0.288,-0.323,-0.356,-0.388,-0.418,-0.446,-0.473,-0.498,-0.520,-0.540,-0.559,-0.575,-0.588,-0.600,-0.609,-0.617,-0.622,-0.626,-0.628,-0.628,-0.627,-0.624,-0.619,-0.613,-0.605,-0.595,-0.583,-0.570,-0.554,-0.535,-0.514,-0.490,-0.464,-0.435,-0.403,-0.369,-0.333,-0.295,-0.256,-0.216,-0.175,-0.136,-0.098,-0.061,-0.027,0.003,0.031,0.056,0.079,0.100,0.120,0.139,0.159,0.180,0.203,0.229,0.258,0.292,0.332,0.378,0.428,0.482,0.537,0.590,0.638
0.000,0.182,0.120,0.070,0.033,0.008,-0.009,-0.017,-0.019,-0.016,-0.008,0.002,0.014,0.026,0.038,0.048,0.056,0.063,0.067,0.071,0.073,0.075,0.076,0.076,0.076,0.076,0.075,0.074,0.072,0.070,0.068,0.066,0.065,0.066,0.069,0.076,0.088,0.104,0.126,0.153,0.185,0.220,0.258,0.298,0.338,0.376,0.410,0.439,0.458,0.467,0.467,0.475,0.463,0.436,0.397,0.354,0.309,0.264,0.219,0.171,0.122,0.071,0.019,-0.034,-0.089,-0.144,-0.199,-0.252,-0.303,-0.350,-0.391,-0.425,-0.452,-0.469,-0.477,-0.475,-0.462,-0.440,-0.408,-0.367,-0.318,-0.262,-0.200,-0.134,-0.064,0.006,0.077,0.147,0.214,0.277,0.336,0.389,0.435,0.474,0.506,0.529,0.545,0.551,0.549,0.539,0.520,0.494,0.460,0.420,0.373,0.321,0.265,0.204,0.141,0.076,0.010,-0.056,-0.121,-0.185,-0.246,-0.304,-0.358,-0.407,-0.450,-0.487,-0.516,-0.537,-0.550,-0.553,-0.546,-0.529,-0.502,-0.465,-0.419,-0.363,-0.300,-0.231,-0.157,-0.081,-0.004,0.070,0.140,0.202,0.255,0.297,0.328,0.347,0.355,0.353,0.344,0.329,0.312,0.296,0.285,0.282,0.291,0.314,0.349,0.394,0.441,0.482,0.511,0.523,0.520,0.508
1.500,1.455,1.470,1.470,1.459,1.444,1.429,1.416,1.407,1.399,1.393,1.388,1.384,1.380,1.377,1.375,1.373,1.371,1.369,1.366,1.364,1.361,1.358,1.356,1.354,1.354,1.353,1.354,1.355,1.356,1.357,1.360,1.362,1.365,1.369,1.374,1.378,1.383,1.388,1.393,1.398,1.402,1.407,1.410,1.412,1.413,1.411,1.407,1.400,1.392,1.383,1.375,1.368,1.362,1.359,1.356,1.354,1.351,1.348,1.344,1.344,1.343,1.340,1.338,1.336,1.336,1.336,1.336,1.336,1.337,1.338,1.340,1.342,1.346,1.350,1.356,1.363,1.370,1.379,1.388,1.397,1.406,1.415,1.423,1.431,1.439,1.445,1.451,1.456,1.461,1.464,1.467,1.469,1.470,1.471,1.471,1.471,1.471,1.470,1.470,1.469,1.469,1.468,1.468,1.468,1.468,1.468,1.469,1.470,1.471,1.472,1.474,1.475,1.477,1.479,1.481,1.483,1.485,1.487,1.489,1.491,1.493,1.494,1.496,1.498,1.499,1.500,1.501,1.501,1.501,1.500,1.498,1.496,1.492,1.487,1.480,1.473,1.463,1.453,1.441,1.428,1.415,1.401,1.388,1.374,1.361,1.350,1.340,1.332,1.327,1.322,1.319,1.315,1.308,1.299,1.289,1.285,1.299,1.343,1.420
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
