0.000,0.050,0.100,0.150,0.200,0.250,0.300,0.350,0.400,0.450,0.500,0.550,0.600,0.650,0.700,0.750,0.800,0.850,0.900,0.950,1.000,1.050,1.100,1.150,1.200,1.250,1.300,1.350,1.400,1.450,1.500,1.550,1.600,1.650,1.700,1.750,1.800,1.850,1.900,1.950,2.000,2.050,2.100,2.150,2.200,2.250,2.300,2.350,2.400,2.450,2.500,2.550,2.600,2.650,2.700,2.750,2.800,2.850,2.900,2.950,3.000,3.050,3.100,3.150,3.200,3.250,3.300,3.350,3.400,3.450,3.500,3.550,3.600,3.650,3.700,3.750,3.800,3.850,3.900,3.950,4.000,4.050,4.100,4.150,4.200,4.250,4.300,4.350,4.400,4.450,4.500,4.550,4.600,4.650,4.700,4.750,4.800,4.850,4.900,4.950,5.000,5.050,5.100,5.150,5.200,5.250,5.300,5.350,5.400,5.450,5.500,5.550,5.600,5.650,5.700,5.750,5.800,5.850,5.900,5.950
0.000,2.034,1.652,1.339,1.101,0.936,0.830,0.767,0.729,0.707,0.694,0.691,0.698,0.718,0.749,0.788,0.831,0.873,0.908,0.931,0.937,0.926,0.899,0.858,0.808,0.752,0.693,0.634,0.574,0.515,0.457,0.399,0.343,0.289,0.238,0.191,0.150,0.114,0.084,0.059,0.036,0.016,-0.002,-0.021,-0.041,-0.061,-0.083,-0.107,-0.132,-0.160,-0.189,-0.220,-0.253,-0.288,-0.324,-0.361,-0.399,-0.436,-0.474,-0.510,-0.545,-0.578,-0.609,-0.638,-0.665,-0.690,-0.712,-0.732,-0.750,-0.765,-0.777,-0.787,-0.795,-0.800,-0.803,-0.803,-0.801,-0.797,-0.790,-0.781,-0.770,-0.756,-0.740,-0.722,-0.702,-0.680,-0.657,-0.632,-0.606,-0.579,-0.552,-0.525,-0.499,-0.472,-0.447,-0.421,-0.396,-0.372,-0.348,-0.324,-0.299,-0.275,-0.251,-0.226,-0.200,-0.174,-0.146,-0.116,-0.084,-0.050,-0.014,0.025,0.066,0.107,0.150,0.193,0.236,0.279,0.322,0.366
0.000,1.668,1.256,0.894,0.587,0.333,0.128,-0.033,-0.155,-0.240,-0.291,-0.314,-0.313,-0.294,-0.264,-0.230,-0.199,-0.173,-0.158,-0.154,-0.161,-0.179,-0.205,-0.239,-0.276,-0.316,-0.355,-0.393,-0.425,-0.450,-0.466,-0.472,-0.467,-0.450,-0.422,-0.383,-0.335,-0.279,-0.217,-0.151,-0.083,-0.015,0.053,0.117,0.178,0.234,0.284,0.328,0.364,0.393,0.415,0.430,0.439,0.441,0.437,0.429,0.416,0.399,0.379,0.356,0.330,0.302,0.272,0.240,0.207,0.172,0.135,0.098,0.059,0.019,-0.021,-0.061,-0.102,-0.142,-0.181,-0.218,-0.254,-0.287,-0.317,-0.343,-0.365,-0.382,-0.395,-0.402,-0.404,-0.400,-0.391,-0.378,-0.360,-0.338,-0.313,-0.286,-0.258,-0.229,-0.201,-0.174,-0.150,-0.127,-0.108,-0.093,-0.080,-0.071,-0.064,-0.060,-0.057,-0.054,-0.051,-0.046,-0.038,-0.025,-0.009,0.012,0.035,0.062,0.090,0.118,0.146,0.174,0.200,0.223
1.500,1.164,1.255,1.321,1.366,1.396,1.414,1.427,1.442,1.465,1.498,1.537,1.577,1.613,1.641,1.659,1.667,1.661,1.644,1.614,1.575,1.532,1.488,1.449,1.418,1.398,1.388,1.387,1.391,1.397,1.405,1.411,1.417,1.423,1.430,1.439,1.451,1.465,1.481,1.497,1.512,1.525,1.535,1.541,1.544,1.544,1.542,1.538,1.534,1.530,1.526,1.522,1.519,1.515,1.512,1.510,1.508,1.507,1.506,1.507,1.509,1.511,1.514,1.517,1.521,1.525,1.529,1.532,1.535,1.537,1.539,1.540,1.540,1.540,1.539,1.538,1.536,1.533,1.531,1.528,1.526,1.523,1.521,1.518,1.516,1.515,1.513,1.512,1.512,1.512,1.512,1.513,1.513,1.514,1.514,1.513,1.512,1.511,1.509,1.508,1.506,1.505,1.504,1.504,1.504,1.504,1.503,1.503,1.503,1.504,1.505,1.509,1.514,1.519,1.523,1.525,1.523,1.518,1.510,1.503
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
