0.000,0.050,0.100,0.150,0.200,0.250,0.300,0.350,0.400,0.450,0.500,0.550,0.600,0.650,0.700,0.750,0.800,0.850,0.900,0.950,1.000,1.050,1.100,1.150,1.200,1.250,1.300,1.350,1.400,1.450,1.500,1.550,1.600,1.650,1.700,1.750,1.800,1.850,1.900,1.950,2.000,2.050,2.100,2.150,2.200,2.250,2.300,2.350,2.400,2.450,2.500,2.550,2.600,2.650,2.700,2.750,2.800,2.850,2.900,2.950,3.000,3.050,3.100,3.150,3.200,3.250,3.300,3.350,3.400,3.450,3.500,3.550,3.600,3.650,3.700,3.750,3.800,3.850,3.900,3.950,4.000,4.050,4.100,4.150,4.200,4.250,4.300,4.350,4.400,4.450,4.500,4.550,4.600,4.650,4.700,4.750,4.800,4.850,4.900,4.950,5.000,5.050,5.100,5.150,5.200,5.250,5.300,5.350,5.400,5.450,5.500,5.550,5.600,5.650,5.700,5.750,5.800,5.850,5.900,5.950,6.000,6.050,6.100,6.150,6.200,6.250,6.300,6.350,6.400,6.450,6.500,6.550,6.600,6.650,6.700,6.750,6.800,6.850,6.900,6.950
0.000,0.048,0.053,0.036,0.023,0.009,-0.005,-0.016,-0.025,-0.030,-0.031,-0.028,-0.021,-0.010,0.005,0.025,0.048,0.074,0.104,0.135,0.169,0.204,0.241,0.278,0.316,0.353,0.390,0.426,0.459,0.491,0.524,0.580,0.627,0.667,0.700,0.727,0.749,0.768,0.786,0.801,0.815,0.826,0.836,0.843,0.848,0.849,0.847,0.842,0.832,0.818,0.800,0.777,0.750,0.718,0.683,0.643,0.600,0.553,0.505,0.455,0.405,0.354,0.303,0.254,0.205,0.157,0.110,0.064,0.019,-0.025,-0.068,-0.110,-0.151,-0.191,-0.231,-0.269,-0.307,-0.345,-0.381,-0.417,-0.452,-0.485,-0.518,-0.549,-0.578,-0.606,-0.631,-0.654,-0.675,-0.693,-0.709,-0.721,-0.730,-0.736,-0.738,-0.737,-0.731,-0.722,-0.709,-0.693,-0.673,-0.650,-0.624,-0.596,-0.567,-0.535,-0.503,-0.470,-0.436,-0.403,-0.369,-0.336,-0.304,-0.274,-0.244,-0.216,-0.190,-0.165,-0.141,-0.118,-0.096,-0.075,-0.053,-0.032,-0.011,0.010,0.032,0.056,0.083,0.112,0.146,0.184,0.226,0.270,0.316,0.361,0.405,0.447,0.486,0.524
0.000,0.061,0.064,0.058,0.050,0.038,0.026,0.015,0.005,-0.003,-0.008,-0.009,-0.006,0.002,0.016,0.034,0.058,0.086,0.118,0.153,0.189,0.226,0.263,0.297,0.327,0.351,0.369,0.379,0.381,0.376,0.367,0.377,0.376,0.365,0.344,0.316,0.282,0.243,0.201,0.155,0.108,0.061,0.013,-0.034,-0.080,-0.124,-0.167,-0.206,-0.243,-0.277,-0.306,-0.331,-0.352,-0.367,-0.377,-0.381,-0.378,-0.370,-0.356,-0.335,-0.309,-0.278,-0.242,-0.201,-0.156,-0.107,-0.056,-0.002,0.053,0.109,0.164,0.218,0.269,0.315,0.357,0.392,0.421,0.442,0.456,0.461,0.458,0.448,0.430,0.404,0.372,0.334,0.290,0.242,0.189,0.133,0.074,0.014,-0.047,-0.107,-0.167,-0.223,-0.276,-0.325,-0.367,-0.403,-0.432,-0.453,-0.465,-0.469,-0.465,-0.452,-0.433,-0.406,-0.375,-0.339,-0.300,-0.260,-0.218,-0.177,-0.136,-0.098,-0.063,-0.031,-0.004,0.019,0.037,0.051,0.060,0.067,0.071,0.076,0.081,0.091,0.104,0.123,0.147,0.176,0.208,0.241,0.274,0.307,0.337,0.363,0.383,0.395
1.500,1.690,1.597,1.612,1.609,1.600,1.592,1.582,1.574,1.567,1.561,1.557,1.555,1.554,1.554,1.556,1.559,1.564,1.571,1.578,1.586,1.595,1.603,1.610,1.616,1.620,1.621,1.620,1.617,1.612,1.607,1.600,1.591,1.582,1.573,1.563,1.552,1.540,1.528,1.517,1.507,1.498,1.491,1.485,1.481,1.478,1.477,1.478,1.479,1.482,1.486,1.491,1.497,1.503,1.509,1.516,1.522,1.528,1.534,1.538,1.541,1.542,1.543,1.542,1.541,1.539,1.538,1.537,1.537,1.538,1.541,1.546,1.552,1.559,1.566,1.572,1.578,1.582,1.584,1.585,1.584,1.581,1.577,1.571,1.564,1.555,1.546,1.536,1.527,1.517,1.507,1.499,1.491,1.485,1.481,1.478,1.478,1.479,1.483,1.488,1.495,1.503,1.513,1.523,1.533,1.543,1.552,1.559,1.566,1.570,1.573,1.574,1.574,1.572,1.569,1.566,1.562,1.559,1.555,1.551,1.547,1.544,1.540,1.536,1.533,1.530,1.527,1.525,1.523,1.520,1.518,1.516,1.515,1.514,1.515,1.517,1.519,1.517,1.512,1.505
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
